"ID_MERCADO","ANIO_CORREGIDO","MES_CORREGIDO","CARGO_HORARIO","INI_FRANJA_HORARIA","FIN_FRANJA_HORARIA","ESTRATO_SECTOR","PORCENTAJE_SUB100_OR","PORCENTAJE_SUB50_OR","PORCENTAJE_SUB00_OR","TARIFA_NIVEL1_100_OR","TARIFA_NIVEL1_50_OR","TARIFA_NIVEL1_00_OR","TARIFA_NIVEL2","TARIFA_NIVEL3","TARIFA_NIVEL4","TARIFA_CFJM","TARIFA_FCH_PUBLICACION","TARIFA_DIARIO_PUBLICACION","ID_EMPRESA","EMPRESA","ANNO","PERIODO","CAR_T1668_TARIFA_OT"
"172","9,999","99","3","00:00","04:00","7","0","0","0","865.16979","0","761.58862","689.89286","603.45082","0","11,059.6512","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"172","9,999","99","3","00:00","04:00","8","0","0","0","865.16979","0","761.58862","689.89286","603.45082","0","11,059.6512","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"172","9,999","99","3","00:00","04:00","9","0","0","0","720.97483","0","634.65719","574.91072","502.87568","0","11,059.6512","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"172","9,999","99","1","19:00","21:00","7","0","0","0","891.93202","0","788.35085","714.31474","627.6266","0","11,059.6512","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"172","9,999","99","1","19:00","21:00","8","0","0","0","891.93202","0","788.35085","714.31474","627.6266","0","11,059.6512","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"172","9,999","99","1","19:00","21:00","9","0","0","0","743.27668","0","656.95904","595.26229","523.02217","0","11,059.6512","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"160","9,999","99","4","00:00","23:59","4","0","0","0","793.71642","0","696.91181","647.10352","536.29125","0","8,476.9259","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"160","9,999","99","4","00:00","23:59","5","0","0","0","952.4597","0","836.29417","776.52422","643.5495","0","8,476.9259","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"160","9,999","99","4","00:00","23:59","6","0","0","0","952.4597","0","836.29417","776.52422","643.5495","0","8,476.9259","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"160","9,999","99","4","00:00","23:59","7","0","0","0","952.4597","0","836.29417","776.52422","643.5495","0","8,476.9259","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"160","9,999","99","4","00:00","23:59","8","0","0","0","952.4597","0","836.29417","776.52422","643.5495","0","8,476.9259","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"160","9,999","99","4","00:00","23:59","9","0","0","0","793.71642","0","696.91181","647.10352","536.29125","0","8,476.9259","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"160","9,999","99","3","00:00","04:00","7","0","0","0","937.35215","0","821.18661","762.93573","630.16811","0","8,476.9259","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"160","9,999","99","3","00:00","04:00","8","0","0","0","937.35215","0","821.18661","762.93573","630.16811","0","8,476.9259","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"160","9,999","99","3","00:00","04:00","9","0","0","0","781.12679","0","684.32218","635.77978","525.14009","0","8,476.9259","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"160","9,999","99","1","19:00","21:00","7","0","0","0","964.74307","0","848.57753","787.57151","654.42846","0","8,476.9259","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"160","9,999","99","1","19:00","21:00","8","0","0","0","964.74307","0","848.57753","787.57151","654.42846","0","8,476.9259","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"160","9,999","99","1","19:00","21:00","9","0","0","0","803.95256","0","707.14795","656.30959","545.35705","0","8,476.9259","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"175","9,999","99","4","00:00","23:59","4","0","0","0","802.66689","0","773.73147","674.11971","521.03875","0","10,510.6818","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"175","9,999","99","4","00:00","23:59","5","0","0","0","963.20027","0","928.47776","808.94365","625.2465","0","10,510.6818","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"175","9,999","99","4","00:00","23:59","6","0","0","0","963.20027","0","928.47776","808.94365","625.2465","0","10,510.6818","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"175","9,999","99","4","00:00","23:59","7","0","0","0","963.20027","0","928.47776","808.94365","625.2465","0","10,510.6818","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"175","9,999","99","4","00:00","23:59","8","0","0","0","963.20027","0","928.47776","808.94365","625.2465","0","10,510.6818","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"175","9,999","99","4","00:00","23:59","9","0","0","0","802.66689","0","773.73147","674.11971","521.03875","0","10,510.6818","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"175","9,999","99","3","00:00","04:00","7","0","0","0","948.90255","0","914.18004","795.72237","612.21658","0","10,510.6818","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"175","9,999","99","3","00:00","04:00","8","0","0","0","948.90255","0","914.18004","795.72237","612.21658","0","10,510.6818","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"175","9,999","99","3","00:00","04:00","9","0","0","0","790.75212","0","761.8167","663.10198","510.18048","0","10,510.6818","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"175","9,999","99","1","19:00","21:00","7","0","0","0","975.59112","0","940.86861","820.40018","636.53698","0","10,510.6818","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"175","9,999","99","1","19:00","21:00","8","0","0","0","975.59112","0","940.86861","820.40018","636.53698","0","10,510.6818","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"175","9,999","99","1","19:00","21:00","9","0","0","0","812.9926","0","784.05718","683.66681","530.44748","0","10,510.6818","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"162","9,999","99","4","00:00","23:59","4","0","0","0","751.70563","0","669.36536","613.95964","501.85857","0","10,140.1309","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"162","9,999","99","4","00:00","23:59","5","0","0","0","902.04676","0","803.23844","736.75156","602.23028","0","10,140.1309","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"162","9,999","99","4","00:00","23:59","6","0","0","0","902.04676","0","803.23844","736.75156","602.23028","0","10,140.1309","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"162","9,999","99","4","00:00","23:59","7","0","0","0","902.04676","0","803.23844","736.75156","602.23028","0","10,140.1309","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"162","9,999","99","4","00:00","23:59","8","0","0","0","902.04676","0","803.23844","736.75156","602.23028","0","10,140.1309","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"162","9,999","99","4","00:00","23:59","9","0","0","0","751.70563","0","669.36536","613.95964","501.85857","0","10,140.1309","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"162","9,999","99","3","00:00","04:00","7","0","0","0","887.42911","0","788.62079","723.27444","588.99941","0","10,140.1309","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"162","9,999","99","3","00:00","04:00","8","0","0","0","887.42911","0","788.62079","723.27444","588.99941","0","10,140.1309","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"162","9,999","99","3","00:00","04:00","9","0","0","0","739.52426","0","657.18399","602.7287","490.83284","0","10,140.1309","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"162","9,999","99","1","19:00","21:00","7","0","0","0","914.09885","0","815.29052","747.86224","613.13808","0","10,140.1309","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"162","9,999","99","1","19:00","21:00","8","0","0","0","914.09885","0","815.29052","747.86224","613.13808","0","10,140.1309","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"162","9,999","99","1","19:00","21:00","9","0","0","0","761.74904","0","679.40877","623.21853","510.9484","0","10,140.1309","2023 Feb 21 12:00:00 AM","La Republica","2,824","ENERCO S.A. E.S.P.","2,023","2","2"
"163","9,999","99","4","00:00","23:59","1","59.41","59.43","59.44","341.71","331.37","321.03","0","0","0","11,793.13","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"163","9,999","99","4","00:00","23:59","2","49.26","49.28","49.3","427.16","414.22","401.29","0","0","0","11,793.13","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"163","9,999","99","4","00:00","23:59","3","15","15","15","715.56","694.2","672.83","0","0","0","11,793.13","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"163","9,999","99","4","00:00","23:59","4","0","0","0","841.83","816.7","791.57","0","0","0","11,793.13","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"163","9,999","99","4","00:00","23:59","5","0","0","0","1,010.2","980.04","949.88","0","0","0","11,793.13","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"163","9,999","99","4","00:00","23:59","6","0","0","0","1,010.2","980.04","949.88","0","0","0","11,793.13","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"163","9,999","99","4","00:00","23:59","7","0","0","0","1,010.2","980.04","949.88","835.63","705.18","640.32","11,793.13","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"163","9,999","99","4","00:00","23:59","8","0","0","0","1,010.2","980.04","949.88","835.63","705.18","640.32","11,793.13","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"443","9,999","99","4","00:00","23:59","1","58.89","58.76","58.62","392.76","385.85","378.93","0","0","0","13,424.84","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"443","9,999","99","4","00:00","23:59","2","48.61","48.45","48.28","490.95","482.28","473.64","0","0","0","13,424.84","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"443","9,999","99","4","00:00","23:59","3","15","15","15","812.08","795.24","778.41","0","0","0","13,424.84","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"443","9,999","99","4","00:00","23:59","4","0","0","0","955.39","935.58","915.78","0","0","0","13,424.84","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"443","9,999","99","4","00:00","23:59","5","0","0","0","1,146.47","1,122.7","1,098.94","0","0","0","13,424.84","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"443","9,999","99","4","00:00","23:59","6","0","0","0","1,146.47","1,122.7","1,098.94","0","0","0","13,424.84","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"443","9,999","99","4","00:00","23:59","7","0","0","0","1,146.47","1,122.7","1,098.94","870.49","809.64","711.07","13,424.84","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"443","9,999","99","4","00:00","23:59","8","0","0","0","1,146.47","1,122.7","1,098.94","870.49","809.64","711.07","13,424.84","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"561","9,999","99","4","00:00","23:59","1","56.95","57.04","57.14","355.29","338.6","321.89","0","0","0","14,306.99","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"561","9,999","99","4","00:00","23:59","2","46.19","46.3","46.42","444.1","423.24","402.38","0","0","0","14,306.99","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"561","9,999","99","4","00:00","23:59","3","15","15","15","701.51","669.95","638.39","0","0","0","14,306.99","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"561","9,999","99","4","00:00","23:59","4","0","0","0","825.31","788.18","751.05","0","0","0","14,306.99","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"561","9,999","99","4","00:00","23:59","5","0","0","0","990.37","945.82","901.26","0","0","0","14,306.99","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"561","9,999","99","4","00:00","23:59","6","0","0","0","990.37","945.82","901.26","0","0","0","14,306.99","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"561","9,999","99","4","00:00","23:59","7","0","0","0","990.37","945.82","901.26","807.12","725.58","639.84","14,306.99","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"561","9,999","99","4","00:00","23:59","8","0","0","0","990.37","945.82","901.26","807.12","725.58","639.84","14,306.99","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"704","9,999","99","4","00:00","23:59","1","59.63","59.63","59.64","341.87","329.26","316.64","0","0","0","7,657.03","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"704","9,999","99","4","00:00","23:59","2","49.53","49.54","49.55","427.35","411.58","395.79","0","0","0","7,657.03","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"704","9,999","99","4","00:00","23:59","3","15","15","15","719.75","693.29","666.83","0","0","0","7,657.03","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"704","9,999","99","4","00:00","23:59","4","0","0","0","846.76","815.64","784.51","0","0","0","7,657.03","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"704","9,999","99","4","00:00","23:59","5","0","0","0","1,016.11","978.77","941.41","0","0","0","7,657.03","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"704","9,999","99","4","00:00","23:59","6","0","0","0","1,016.11","978.77","941.41","0","0","0","7,657.03","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"704","9,999","99","4","00:00","23:59","7","0","0","0","1,016.11","978.77","941.41","825.71","696.1","633.58","7,657.03","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"704","9,999","99","4","00:00","23:59","8","0","0","0","1,016.11","978.77","941.41","825.71","696.1","633.58","7,657.03","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"166","9,999","99","4","00:00","23:59","1","60","60","60","332.11","320.51","308.92","0","0","0","9,541.65","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"166","9,999","99","4","00:00","23:59","2","50","50","50","415.14","400.65","386.15","0","0","0","9,541.65","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"166","9,999","99","4","00:00","23:59","3","15","15","15","705.74","681.1","656.46","0","0","0","9,541.65","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"166","9,999","99","4","00:00","23:59","4","0","0","0","830.28","801.29","772.3","0","0","0","9,541.65","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"166","9,999","99","4","00:00","23:59","5","0","0","0","996.34","961.55","926.76","0","0","0","9,541.65","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"166","9,999","99","4","00:00","23:59","6","0","0","0","996.34","961.55","926.76","0","0","0","9,541.65","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"166","9,999","99","4","00:00","23:59","7","0","0","0","996.34","961.55","926.76","815.7","731.35","0","9,541.65","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"166","9,999","99","4","00:00","23:59","8","0","0","0","996.34","961.55","926.76","815.7","731.35","0","9,541.65","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"176","9,999","99","4","00:00","23:59","1","59.54","59.54","59.53","323.33","313.88","304.43","0","0","0","8,688.33","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"176","9,999","99","4","00:00","23:59","2","49.43","49.42","49.41","404.16","392.35","380.54","0","0","0","8,688.33","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"176","9,999","99","4","00:00","23:59","3","15","15","15","679.29","659.33","639.37","0","0","0","8,688.33","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"176","9,999","99","4","00:00","23:59","4","0","0","0","799.16","775.68","752.2","0","0","0","8,688.33","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"176","9,999","99","4","00:00","23:59","5","0","0","0","958.99","930.82","902.64","0","0","0","8,688.33","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"176","9,999","99","4","00:00","23:59","6","0","0","0","958.99","930.82","902.64","0","0","0","8,688.33","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"176","9,999","99","4","00:00","23:59","7","0","0","0","958.99","930.82","902.64","789.88","728.44","0","8,688.33","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"176","9,999","99","4","00:00","23:59","8","0","0","0","958.99","930.82","902.64","789.88","728.44","0","8,688.33","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"165","9,999","99","4","00:00","23:59","1","60","60","60","347.52","339.33","331.14","0","0","0","7,874","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"165","9,999","99","4","00:00","23:59","2","50","50","50","434.41","424.17","413.93","0","0","0","7,874","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"165","9,999","99","4","00:00","23:59","3","15","15","15","738.49","721.08","703.67","0","0","0","7,874","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"165","9,999","99","4","00:00","23:59","4","0","0","0","868.81","848.33","827.85","0","0","0","7,874","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"165","9,999","99","4","00:00","23:59","5","0","0","0","1,042.57","1,018","993.42","0","0","0","7,874","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"165","9,999","99","4","00:00","23:59","6","0","0","0","1,042.57","1,018","993.42","0","0","0","7,874","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"165","9,999","99","4","00:00","23:59","7","0","0","0","1,042.57","1,018","993.42","856.5","776.72","0","7,874","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"165","9,999","99","4","00:00","23:59","8","0","0","0","1,042.57","1,018","993.42","856.5","776.72","0","7,874","2023 Feb 14 12:00:00 AM","LaRepublica","59,850","ENERBIT SAS ESP","2,023","2","2"
"175","9,999","99","4","00:00","23:59","1","60","59.62","60","297.272","284.6407","279.9488","620.08","532.34","466.09","10,510.6818","2023 Feb 16 12:00:00 AM","ELNUEVOSIGLO","600","ELECTRIFICADORA DEL META S.A. E.S.P.","2,023","2","1"
"175","9,999","99","4","00:00","23:59","2","50","49.53","50","371.59","355.7831","349.9309","620.08","532.34","466.09","10,510.6818","2023 Feb 16 12:00:00 AM","ELNUEVOSIGLO","600","ELECTRIFICADORA DEL META S.A. E.S.P.","2,023","2","1"
"175","9,999","99","4","00:00","23:59","3","15","15","15","631.703","599.182","594.8725","620.08","532.34","466.09","10,510.6818","2023 Feb 16 12:00:00 AM","ELNUEVOSIGLO","600","ELECTRIFICADORA DEL META S.A. E.S.P.","2,023","2","1"
"175","9,999","99","4","00:00","23:59","4","0","0","0","743.18","704.92","699.85","620.08","532.34","466.09","10,510.6818","2023 Feb 16 12:00:00 AM","ELNUEVOSIGLO","600","ELECTRIFICADORA DEL META S.A. E.S.P.","2,023","2","1"
"175","9,999","99","4","00:00","23:59","5","0","0","0","891.816","845.904","839.82","620.08","532.34","466.09","10,510.6818","2023 Feb 16 12:00:00 AM","ELNUEVOSIGLO","600","ELECTRIFICADORA DEL META S.A. E.S.P.","2,023","2","1"
"175","9,999","99","4","00:00","23:59","6","0","0","0","891.816","845.904","839.82","620.08","532.34","466.09","10,510.6818","2023 Feb 16 12:00:00 AM","ELNUEVOSIGLO","600","ELECTRIFICADORA DEL META S.A. E.S.P.","2,023","2","1"
"443","9,999","99","4","00:00","23:59","8","0","0","0","803.05402","783.23084","763.40767","593.24735","545.22985","0","13,424.8364","2023 Feb 17 12:00:00 AM","La Republica","54,406","Transacciones Energeticas S.A.S Empresa de Servicios Públicos E.S.P","2,023","2","2"
"444","9,999","99","4","00:00","23:59","8","0","0","0","792.57984","776.31815","760.05647","582.78818","526.23442","0","13,424.8364","2023 Feb 17 12:00:00 AM","La Republica","54,406","Transacciones Energeticas S.A.S Empresa de Servicios Públicos E.S.P","2,023","2","2"
"176","9,999","99","4","00:00","23:59","8","0","0","0","717.89348","694.41373","670.93398","584.18261","532.75466","0","8,688.3293","2023 Feb 17 12:00:00 AM","La Republica","54,406","Transacciones Energeticas S.A.S Empresa de Servicios Públicos E.S.P","2,023","2","2"
"444","9,999","99","4","00:00","23:59","1","60","60","60","350.4792","338.189","325.8987","294.57874","0","0","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","4","00:00","23:59","2","50","50","50","438.099","422.7362","407.3734","368.22343","0","0","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","4","00:00","23:59","3","15","15","15","744.77","718.65","692.53","625.97985","0","0","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","4","00:00","23:59","4","0","0","0","876.19804","845.47243","814.74681","0","0","0","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","4","00:00","23:59","5","0","0","0","1,051.44","1,014.57","977.7","0","0","0","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","4","00:00","23:59","6","0","0","0","1,051.44","1,014.57","977.7","0","0","0","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","4","00:00","23:59","7","0","0","0","1,051.44","1,014.57","977.7","883.73627","728.97665","671.97476","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","1","17:00","21:59","7","0","0","0","1,067.30915","1,030.17597","993.03252","897.17399","740.40534","683.07139","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","3","00:00","16:59","7","0","0","0","1,046.8446","1,010.04981","973.25799","881.73754","726.52215","669.1882","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","3","22:00","23:59","7","0","0","0","1,046.8446","1,010.04981","973.25799","881.73754","726.52215","669.1882","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","4","00:00","23:59","8","0","0","0","1,051.44","1,014.57","977.7","883.73627","728.97665","671.97476","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","1","17:00","21:59","8","0","0","0","1,067.30915","1,030.17597","993.03252","897.17399","740.40534","683.07139","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","3","00:00","16:59","8","0","0","0","1,046.8446","1,010.04981","973.25799","881.73754","726.52215","669.1882","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","3","22:00","23:59","8","0","0","0","1,046.8446","1,010.04981","973.25799","881.73754","726.52215","669.1882","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","4","00:00","23:59","9","0","0","0","876.19804","845.47243","814.74681","736.44689","607.48054","559.97896","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
"444","9,999","99","1","17:00","21:59","9","0","0","0","889.42429","858.47998","827.5271","747.64499","617.00445","569.22615","13,424.8364","2023 Feb 16 12:00:00 AM","LA REPUBLICA","48,307","AIR-E S.A.S. E.S.P.","2,023","2","1"
